HIP|RAhms|DEdms|Vmag|RAICRS|DEICRS
 64408|13 12 03.47|-37 48 11.3| 4.85|198.01444495|-37.80313606
 64407|13 12 03.48|-16 11 52.5| 5.04|198.01451923|-16.19790340
 64425|13 12 17.63|-59 55 13.9| 4.58|198.07345539|-59.92053651
 64445|13 12 32.95|+11 33 22.2| 5.76|198.13729799|+11.55617035
 64466|13 12 48.77|-66 13 36.4| 5.91|198.20319288|-66.22676607
 64515|13 13 23.38|-50 41 59.2| 5.90|198.34742745|-50.69978590
 64540|13 13 42.98|+40 09 10.3| 4.94|198.42908954|+40.15284766
 64577|13 14 10.97|-19 55 52.8| 5.31|198.54570701|-19.93133468
 64580|13 14 12.15|-58 41 02.1| 5.91|198.55062387|-58.68390821
 64583|13 14 15.43|-59 06 10.3| 4.90|198.56428372|-59.10285946
 64587|13 14 17.36|-78 26 50.8| 5.84|198.57231883|-78.44744492
 64607|13 14 31.24|+11 19 54.4| 5.64|198.63017874|+11.33178469
 64623|13 14 43.36|-48 57 24.5| 5.84|198.68067991|-48.95680509
 64661|13 15 15.00|-67 53 40.4| 4.79|198.81249082|-67.89456330
 64692|13 15 32.05|+40 51 18.6| 5.77|198.88352117|+40.85517240
 64725|13 15 58.58|-19 56 34.2| 5.21|198.99409266|-19.94282246
 64792|13 16 46.71|+09 25 25.3| 5.19|199.19463902|+09.42369300
 64803|13 16 53.11|-31 30 21.9| 5.10|199.22129667|-31.50607670
 64820|13 17 13.03|-66 47 00.3| 4.86|199.30431246|-66.78342263
 64822|13 17 13.92|-43 58 46.0| 5.82|199.30801256|-43.97944198
 64823|13 17 15.62|+13 40 32.3| 5.33|199.31509739|+13.67564684
 64844|13 17 32.64|+40 34 21.2| 4.72|199.38598801|+40.57256275
 64852|13 17 36.29|+05 28 11.4| 4.78|199.40119538|+05.46984502
 64906|13 18 14.54|+49 40 55.3| 5.14|199.56058516|+49.68201519
 64924|13 18 24.97|-18 18 31.0| 4.74|199.60405000|-18.30861062
 64927|13 18 27.71|+34 05 53.9| 5.81|199.61544766|+34.09829261
 64962|13 18 55.25|-23 10 17.1| 2.99|199.73022240|-23.17141246
 65072|13 20 19.00|+40 09 02.0| 5.60|200.07914877|+40.15055594
 65109|13 20 36.07|-36 42 43.5| 2.75|200.15027321|-36.71208109
 65112|13 20 37.85|-52 44 52.0| 5.47|200.15772684|-52.74778497
 65144|13 20 57.76|-46 52 48.2| 5.76|200.24067905|-46.88005836
 65198|13 21 41.68|+02 05 14.5| 5.69|200.42366137|+02.08737060
 65241|13 22 09.73|+05 09 17.5| 5.89|200.54054052|+05.15485074
 65247|13 22 16.29|-52 10 58.6| 5.81|200.56787422|-52.18295165
 65271|13 22 37.98|-60 59 18.1| 4.52|200.65824899|-60.98835608
 65301|13 23 01.15|-17 44 06.7| 5.36|200.75477211|-17.73520402
 65323|13 23 18.91|-04 55 27.8| 5.88|200.82877172|-04.92438824
 65378|13 23 55.42|+54 55 31.5| 2.23|200.98091604|+54.92541525
 65387|13 24 00.44|-64 32 08.2| 4.52|201.00184737|-64.53561699
 65420|13 24 33.14|-05 09 50.1| 5.76|201.13806845|-05.16392212
 65466|13 25 06.68|+23 51 16.0| 5.75|201.27785348|+23.85443816
 65468|13 25 07.36|-74 53 15.0| 5.04|201.28066834|-74.88749735
 65474|13 25 11.60|-11 09 40.5| 0.98|201.29835230|-11.16124491
 65477|13 25 13.42|+54 59 16.8| 3.99|201.30589832|+54.98799884
 65479|13 25 14.14|-64 29 06.3| 5.32|201.30889897|-64.48509219
 65522|13 25 50.40|-70 37 38.1| 5.65|201.45999506|-70.62725069
 65535|13 26 07.64|-39 45 17.9| 5.11|201.53182918|-39.75496493
 65536|13 26 08.02|+72 23 29.4| 5.82|201.53343022|+72.39149824
 65545|13 26 11.48|-01 11 32.9| 5.97|201.54783683|-01.19248368
 65550|13 26 16.58|+46 01 41.2| 5.88|201.56907049|+46.02810370
 65581|13 26 43.24|-12 42 27.4| 5.27|201.68018558|-12.70761258
 65593|13 26 56.12|-41 29 51.2| 5.69|201.73384964|-41.49756484
 65595|13 26 57.22|+78 38 37.7| 5.74|201.73841524|+78.64379561
 65639|13 27 27.24|-15 58 25.1| 4.76|201.86349201|-15.97363075
 65721|13 28 25.95|+13 46 48.7| 4.97|202.10812668|+13.78018777
 65728|13 28 27.18|+59 56 44.5| 5.40|202.11324210|+59.94570301
 65790|13 29 13.04|+10 49 06.2| 5.65|202.30431766|+10.81839609
 65810|13 29 25.26|-51 09 54.4| 5.04|202.35523124|-51.16511504
 65936|13 31 02.67|-39 24 26.2| 3.90|202.76111861|-39.40727983
 66006|13 31 57.95|-06 15 20.6| 4.68|202.99144179|-06.25571065
 66065|13 32 35.96|-28 41 33.8| 5.69|203.14984195|-28.69271440
 66091|13 32 51.69|-15 21 46.8| 5.52|203.21536872|-15.36301232
 66098|13 32 58.09|-10 09 53.7| 5.21|203.24204653|-10.16490767
 66198|13 34 07.33|+55 20 54.4| 5.60|203.53052101|+55.34844976
 66200|13 34 07.91|+03 39 32.5| 4.92|203.53293870|+03.65902506
 66234|13 34 27.37|+49 00 57.3| 4.68|203.61405606|+49.01590606
 66247|13 34 40.48|-13 12 51.5| 5.92|203.66866043|-13.21430591
 66249|13 34 41.75|-00 35 45.4| 3.38|203.67397800|-00.59593821
 66257|13 34 47.75|+37 10 56.8| 4.91|203.69894294|+37.18243871
 66320|13 35 31.29|-05 23 47.0| 5.70|203.88036281|-05.39639184
 66400|13 36 48.51|-26 29 42.8| 5.73|204.20212206|-26.49523551
 66417|13 36 59.10|+24 36 47.9| 5.72|204.24624858|+24.61330297
 66427|13 37 06.05|-44 08 35.4| 5.96|204.27521642|-44.14316883
 66435|13 37 11.05|+71 14 32.2| 5.50|204.29605970|+71.24226650
 66438|13 37 12.20|-61 41 29.7| 5.63|204.30083723|-61.69157197
 66454|13 37 23.50|-46 25 40.2| 5.91|204.34790583|-46.42784035
 66458|13 37 27.70|+36 17 41.4| 4.82|204.36540378|+36.29484073
 66563|13 38 42.13|-29 33 38.4| 5.81|204.67552479|-29.56067984
 66634|13 39 30.58|+52 55 15.9| 5.46|204.87741499|+52.92107136
 66640|13 39 34.68|+10 44 46.7| 5.57|204.89451792|+10.74630126
 66656|13 39 48.59|-40 03 05.7| 5.61|204.95244077|-40.05157491
 66657|13 39 53.27|-53 27 58.9| 2.29|204.97196962|-53.46636269
 66666|13 39 59.90|-49 57 00.0| 5.74|204.99957281|-49.95000116
 66681|13 40 10.80|-64 34 35.6| 5.79|205.04500863|-64.57655426
 66727|13 40 40.50|+19 57 20.4| 5.73|205.16874236|+19.95566300
 66738|13 40 44.29|+54 40 54.0| 4.63|205.18455213|+54.68166149
 66753|13 40 56.18|-85 47 09.6| 5.56|205.23406365|-85.78599228
 66763|13 41 02.36|+22 29 45.0| 5.63|205.25982195|+22.49583157
 66798|13 41 29.82|+64 49 20.8| 5.85|205.37423739|+64.82243969
 66803|13 41 36.83|-08 42 11.1| 5.03|205.40346122|-08.70308218
 66821|13 41 44.81|-54 33 33.7| 4.99|205.43672827|-54.55936543
 66849|13 42 01.12|-58 47 13.4| 5.38|205.50467442|-58.78704974
 66878|13 42 22.94|+82 45 09.0| 5.92|205.59559926|+82.75251097
 66903|13 42 39.38|+78 03 51.6| 5.91|205.66409991|+78.06432575
 66907|13 42 43.42|+34 59 20.4| 5.98|205.68092115|+34.98899453
 66924|13 42 55.06|-41 24 03.4| 5.96|205.72942795|-41.40095140
 66936|13 43 03.88|+03 32 17.1| 5.35|205.76618427|+03.53807968
 66984|13 43 40.10|-42 04 03.0| 5.96|205.91706644|-42.06751103
 67057|13 44 29.82|-16 10 44.6| 5.55|206.12424684|-16.17905873
 67143|13 45 36.94|-26 06 57.5| 5.81|206.40390701|-26.11598461
 67153|13 45 41.57|-33 02 36.1| 4.23|206.42319432|-33.04336606
 67172|13 45 56.33|-12 25 35.6| 5.50|206.48471128|-12.42654721
 67194|13 46 13.63|+41 05 19.9| 5.88|206.55680620|+41.08884885
 67210|13 46 19.10|+38 30 13.2| 5.92|206.57957701|+38.50365610
 67231|13 46 35.68|+54 25 57.7| 5.68|206.64864720|+54.43269033
 67234|13 46 39.37|-51 25 57.7| 4.64|206.66403516|-51.43269771
 67239|13 46 43.33|+25 42 08.6| 5.97|206.68056228|+25.70238073
 67244|13 46 56.36|-36 15 06.9| 5.15|206.73483886|-36.25190473
 67250|13 46 59.87|+38 32 33.9| 5.51|206.74947851|+38.54274988
 67275|13 47 16.04|+17 27 24.4| 4.50|206.81681937|+17.45677436
 67288|13 47 25.35|-17 51 35.1| 5.41|206.85564413|-17.85976354
 67292|13 47 27.58|-50 14 57.6| 5.92|206.86493683|-50.24932136
 67301|13 47 32.55|+49 18 47.9| 1.85|206.88560880|+49.31330288
 67304|13 47 38.67|-50 19 14.4| 5.46|206.91112414|-50.32066712
 67384|13 48 38.74|+31 11 24.4| 5.61|207.16141241|+31.19011458
 67457|13 49 26.75|-34 27 02.3| 4.19|207.36146356|-34.45063035
 67459|13 49 28.70|+15 47 52.1| 4.05|207.36957439|+15.79780583
 67464|13 49 30.30|-41 41 15.6| 3.41|207.37623920|-41.68765971
 67472|13 49 37.01|-42 28 25.3| 3.47|207.40419934|-42.47368506
 67480|13 49 42.82|+21 15 50.6| 4.92|207.42841642|+21.26406422
 67485|13 49 45.43|+61 29 22.4| 5.97|207.43928514|+61.48954562
 67494|13 49 52.34|-18 08 02.7| 4.96|207.46810200|-18.13407618
 67605|13 51 09.21|+34 39 52.3| 5.89|207.78836921|+34.66453000
 67627|13 51 25.94|+64 43 23.8| 4.58|207.85807331|+64.72328281
 67663|13 51 47.23|-46 53 55.1| 5.77|207.94679307|-46.89863029
 67664|13 51 47.42|-69 24 04.5| 5.73|207.94759834|-69.40124669
 67665|13 51 47.49|+34 26 39.5| 4.76|207.94787312|+34.44431774
 67669|13 51 49.63|-32 59 38.5| 4.32|207.95677175|-32.99401625
 67703|13 52 04.90|-52 48 41.3| 5.26|208.02041654|-52.81146355
 67782|13 53 10.36|+28 38 53.0| 5.91|208.29317893|+28.64806212
 67786|13 53 12.55|-31 55 39.3| 4.75|208.30228458|-31.92758624
 67787|13 53 12.95|+17 55 58.3| 5.71|208.30396336|+17.93285548
 67819|13 53 32.82|-35 39 51.1| 5.53|208.38675080|-35.66419416
 67836|13 53 43.11|-53 22 23.8| 5.87|208.42962680|-53.37328052
 67848|13 53 51.04|+53 43 43.3| 5.70|208.46267613|+53.72869210
 67861|13 53 57.25|-47 07 41.4| 5.83|208.48852887|-47.12815361
 67927|13 54 41.12|+18 23 54.9| 2.68|208.67131750|+18.39858742
 67929|13 54 42.20|-01 30 11.1| 5.16|208.67581845|-01.50307142
 67942|13 54 49.14|-67 39 07.4| 5.74|208.70473728|-67.65206440
 67973|13 55 12.17|-52 09 38.8| 5.66|208.80070669|-52.16076937
 68002|13 55 32.43|-47 17 17.8| 2.55|208.88514539|-47.28826634
 68009|13 55 38.99|-82 39 58.1| 5.95|208.91245413|-82.66613365
 68079|13 56 19.89|-46 35 33.8| 5.82|209.08288902|-46.59272882
 68092|13 56 27.89|+01 03 02.0| 5.90|209.11622242|+01.05054828
 68103|13 56 34.16|+27 29 31.9| 5.02|209.14234407|+27.49219844
 68191|13 57 38.94|-63 41 11.8| 4.71|209.41223681|-63.68661603
 68245|13 58 16.28|-42 06 02.5| 3.83|209.56785278|-42.10070526
 68269|13 58 31.18|-24 58 19.8| 5.20|209.62990869|-24.97217754
 68276|13 58 38.93|+21 41 46.8| 5.76|209.66220328|+21.69632104
 68282|13 58 40.77|-44 48 12.7| 3.87|209.66988070|-44.80353140
 68333|13 59 17.46|-50 22 10.6| 5.92|209.82273625|-50.36960607
 68390|14 00 00.25|-25 00 36.6| 5.77|210.00102545|-25.01017978
 68455|14 00 52.61|-66 16 07.9| 5.96|210.21922701|-66.26885149
 68498|14 01 20.41|+08 53 41.7| 5.98|210.33504074|+08.89490924
 68520|14 01 38.78|+01 32 40.5| 4.23|210.41159648|+01.54458338
 68523|14 01 43.49|-45 36 12.1| 4.34|210.43121648|-45.60336989
 68581|14 02 22.80|-27 25 47.1| 5.47|210.59501153|-27.42976294
 68670|14 03 26.58|-56 12 48.2| 5.93|210.86072926|-56.21338128
 68702|14 03 49.44|-60 22 22.7| 0.61|210.95601898|-60.37297840
 68756|14 04 23.43|+64 22 32.9| 3.67|211.09760837|+64.37580873
 68815|14 05 20.10|-76 47 48.0| 5.69|211.33375541|-76.79667632
 68862|14 06 02.79|-41 10 46.5| 4.36|211.51160840|-41.17958035
 68895|14 06 22.27|-26 40 55.3| 3.25|211.59278733|-26.68201883
 68933|14 06 41.32|-36 22 07.3| 2.06|211.67218608|-36.36869575
 68940|14 06 42.91|-09 18 48.7| 5.46|211.67877719|-09.31352509
 69038|14 07 55.75|+43 51 16.3| 5.13|211.98227724|+43.85452480
 69068|14 08 17.36|+49 27 28.9| 5.26|212.07231683|+49.45802060
 69112|14 08 51.01|+77 32 50.8| 4.80|212.21253759|+77.54743312
 69174|14 09 35.06|-51 30 16.7| 5.96|212.39609336|-51.50464539
 69191|14 09 54.96|-53 26 19.4| 4.74|212.47898599|-53.43872584
 69226|14 10 23.95|+25 05 30.6| 4.82|212.59978522|+25.09182293
 69269|14 10 50.48|-16 18 07.2| 4.93|212.71034788|-16.30200362
 69373|14 12 04.05|+69 25 57.6| 5.18|213.01688963|+69.43266873
 69389|14 12 15.83|+02 24 34.2| 4.99|213.06596003|+02.40949613
 69415|14 12 46.03|-27 15 40.0| 5.07|213.19180466|-27.26110002
 69427|14 12 53.74|-10 16 26.6| 4.18|213.22392088|-10.27404400
 69462|14 13 16.42|-53 39 56.3| 5.53|213.31841949|-53.66565135
 69483|14 13 28.95|+51 47 24.0| 4.53|213.37062458|+51.78999066
 69493|14 13 40.67|-00 50 42.4| 5.89|213.41945412|-00.84512445
 69536|14 14 05.33|+12 57 34.5| 5.53|213.52221581|+12.95957667
 69598|14 14 42.76|-41 50 14.8| 5.61|213.67817566|-41.83744813
 69612|14 14 50.86|+10 06 03.6| 5.29|213.71192715|+10.10100970
 69618|14 14 57.16|-57 05 09.9| 5.03|213.73818295|-57.08607539
 69658|14 15 24.11|-18 12 02.4| 5.53|213.85047098|-18.20066197
 69673|14 15 40.35|+19 11 14.2|-0.05|213.91811403|+19.18726997
 69701|14 16 00.88|-05 59 58.3| 4.07|214.00368717|-05.99952622
 69713|14 16 10.07|+51 22 01.3| 4.75|214.04195627|+51.36701398
 69732|14 16 23.18|+46 05 16.5| 4.18|214.09656821|+46.08791894
 69763|14 16 38.73|-66 35 16.4| 5.72|214.16135836|-66.58788092
 69829|14 17 28.44|+15 15 48.1| 5.84|214.36851090|+15.26336094
 69879|14 17 59.82|+35 30 34.1| 4.80|214.49923373|+35.50947085
 69896|14 18 13.97|-81 00 27.4| 4.89|214.55821047|-81.00760147
 69929|14 18 38.30|-18 42 57.2| 5.86|214.65956766|-18.71588164
 69965|14 19 01.13|-25 48 58.7| 5.87|214.75469177|-25.81631724
 69974|14 19 06.60|-13 22 16.2| 4.52|214.77750771|-13.37116634
 69989|14 19 16.22|+13 00 15.8| 5.41|214.81757038|+13.00437724
 69995|14 19 23.91|-37 00 10.1| 5.93|214.84964562|-37.00280675
 69996|14 19 24.23|-46 03 29.1| 3.55|214.85096972|-46.05808391
 70012|14 19 32.55|-02 15 55.2| 5.14|214.88562263|-02.26534352
 70027|14 19 45.32|+16 18 24.5| 4.84|214.93883677|+16.30680118
 70035|14 19 51.70|-61 16 21.9| 5.22|214.96543244|-61.27275714
 70054|14 20 09.71|-43 03 31.9| 5.55|215.04045606|-43.05886202
 70069|14 20 19.55|-56 23 11.3| 4.30|215.08146975|-56.38647906
 70090|14 20 33.48|-37 53 07.0| 4.05|215.13949709|-37.88526711
 70104|14 20 42.55|-45 11 12.8| 4.78|215.17729569|-45.18688140
 70243|14 22 19.74|-34 47 12.4| 5.57|215.58223947|-34.78679152
 70248|14 22 23.20|-80 06 32.1| 5.06|215.59665420|-80.10891100
 70264|14 22 37.12|-58 27 33.0| 4.76|215.65467485|-58.45915834
 70300|14 23 02.26|-39 30 42.4| 4.41|215.75940538|-39.51176599
 70306|14 23 05.91|-27 45 13.4| 4.78|215.77461567|-27.75373395
 70327|14 23 22.74|+08 26 47.9| 4.86|215.84475026|+08.44664037
 70363|14 23 48.64|-53 10 34.4| 5.99|215.95265857|-53.17620992
 70384|14 24 00.88|+08 14 38.4| 5.94|216.00366765|+08.24400431
 70400|14 24 11.39|+05 49 12.4| 5.10|216.04745973|+05.82011481
 70469|14 24 48.66|-24 48 22.6| 5.34|216.20275252|-24.80626639
 70492|14 25 06.34|-68 11 43.2| 5.56|216.27641298|-68.19532385
 70497|14 25 12.02|+51 51 06.2| 4.04|216.30008064|+51.85171354
 70574|14 26 08.24|-45 13 17.0| 4.56|216.53431272|-45.22138996
 70576|14 26 10.80|-45 22 45.3| 4.33|216.54500648|-45.37926095
 70602|14 26 27.41|+19 13 36.6| 5.40|216.61420112|+19.22683490
 70638|14 26 55.74|-83 40 04.3| 4.31|216.73225313|-83.66785308
 70657|14 27 07.11|-65 49 17.8| 5.87|216.77963835|-65.82161161
 70663|14 27 12.30|-46 08 02.6| 5.83|216.80124777|-46.13406420
 70692|14 27 31.52|+75 41 45.4| 4.25|216.88134383|+75.69593921
 70753|14 28 10.44|-29 29 29.7| 4.97|217.04351389|-29.49157976
 70755|14 28 12.22|-02 13 40.6| 4.81|217.05091806|-02.22795009
 70791|14 28 38.09|+49 50 41.9| 5.58|217.15870008|+49.84496418
 70794|14 28 41.73|-06 54 01.5| 5.42|217.17387790|-06.90041401
 70894|14 29 50.51|+00 49 44.1| 5.96|217.46045655|+00.82891135
 70915|14 30 08.66|-45 19 16.6| 5.51|217.53608389|-45.32128792
 70931|14 30 20.99|-49 31 08.1| 5.38|217.58746947|-49.51892657
 70987|14 31 10.84|-38 52 11.2| 5.99|217.79515011|-38.86977705
 71002|14 31 16.39|-67 43 01.4| 5.84|217.81827528|-67.71705401
 71053|14 31 49.86|+30 22 16.1| 3.57|217.95774098|+30.37114497
 71075|14 32 04.76|+38 18 28.4| 3.04|218.01982421|+38.30788348
 71111|14 32 30.93|+55 23 53.0| 5.74|218.12887396|+55.39804570
 71115|14 32 32.62|+22 15 35.9| 5.91|218.13592482|+22.25996072
 71121|14 32 37.08|-50 27 25.6| 4.44|218.15451447|-50.45712132
 71182|14 33 29.97|-52 40 46.1| 5.86|218.37487581|-52.67948076
 71184|14 33 32.47|-54 59 55.0| 5.86|218.38529489|-54.99861560
 71280|14 34 39.66|+49 22 05.6| 5.74|218.66525670|+49.36823171
 71284|14 34 40.69|+29 44 41.3| 4.47|218.66954381|+29.74480735
 71352|14 35 30.45|-42 09 27.9| 2.33|218.87688163|-42.15774562
 71353|14 35 31.50|-41 31 02.6| 5.88|218.88124123|-41.51738017
 71419|14 36 19.06|-46 14 43.8| 5.55|219.07940330|-46.24549130
 71453|14 36 44.15|-40 12 41.5| 5.74|219.18396076|-40.21152639
 71500|14 37 20.17|-46 08 00.3| 5.39|219.33402084|-46.13341306
 71536|14 37 53.25|-49 25 32.7| 4.05|219.47187965|-49.42575765
 71568|14 38 12.67|+43 38 31.4| 5.74|219.55279962|+43.64205288
 71571|14 38 14.01|+18 17 54.7| 5.90|219.55835502|+18.29853624
 71573|14 38 15.21|+54 01 24.2| 5.83|219.56335468|+54.02338576
 71618|14 38 50.28|+44 24 16.4| 5.39|219.70950726|+44.40454503
 71681|14 39 39.39|-60 50 22.1| 1.35|219.91412833|-60.83947139
 71683|14 39 40.90|-60 50 06.5|-0.01|219.92041034|-60.83514707
 71759|14 40 42.36|+13 32 03.7| 5.93|220.17650164|+13.53436103
 71762|14 40 43.56|+16 25 05.9| 4.49|220.18150404|+16.41830130
 71783|14 41 01.41|-36 08 05.4| 5.67|220.25588965|-36.13484330
 71795|14 41 08.92|+13 43 42.0| 3.78|220.28716819|+13.72833113
 71832|14 41 38.76|+08 09 42.3| 4.86|220.41148550|+08.16175611
 71837|14 41 43.62|+11 39 39.4| 5.55|220.43173137|+11.66093526
 71860|14 41 55.77|-47 23 17.3| 2.30|220.48239101|-47.38814127
 71865|14 41 57.61|-37 47 36.3| 4.01|220.49005323|-37.79342394
 71908|14 42 30.69|-64 58 28.5| 3.18|220.62785433|-64.97456957
 71957|14 43 03.56|-05 39 26.7| 3.87|220.76484284|-05.65742910
 71974|14 43 13.57|-24 59 51.8| 5.70|220.80652349|-24.99773099
 71995|14 43 25.37|+26 31 40.4| 4.80|220.85571623|+26.52789077
 72010|14 43 39.48|-35 10 23.6| 4.06|220.91451458|-35.17322549
 72012|14 43 44.44|+40 27 33.1| 5.72|220.93518566|+40.45920338
 72104|14 44 59.20|-35 11 30.6| 4.92|221.24664628|-35.19182069
 72105|14 44 59.25|+27 04 27.0| 2.35|221.24687869|+27.07417383
 72125|14 45 14.50|+16 57 51.9| 4.60|221.31040511|+16.96440296
 72131|14 45 17.25|-62 52 31.6| 5.36|221.32186138|-62.87545275
 72154|14 45 30.23|+00 43 02.2| 5.68|221.37595224|+00.71729003
 72197|14 46 00.18|-25 26 34.5| 5.15|221.50074084|-25.44291557
 72208|14 46 06.00|+15 07 54.3| 5.78|221.52498866|+15.13174102
 72210|14 46 06.75|-23 09 10.3| 5.80|221.52813497|-23.15286204
 72220|14 46 14.99|+01 53 34.6| 3.73|221.56246594|+01.89293830
 72250|14 46 29.03|-47 26 27.9| 5.74|221.62094963|-47.44107999
 72290|14 47 01.31|-52 22 59.9| 5.22|221.75546088|-52.38331777
 72296|14 47 05.06|-38 17 25.6| 5.90|221.77107748|-38.29043787
 72323|14 47 22.56|-25 37 27.2| 5.61|221.84399993|-25.62423321
 72357|14 47 44.78|-26 05 14.9| 5.23|221.93658830|-26.08747990
 72370|14 47 51.73|-79 02 41.0| 3.83|221.96552567|-79.04471242
 72378|14 47 57.56|-26 38 46.1| 5.76|221.98985195|-26.64613329
 72432|14 48 38.06|-36 38 04.5| 5.89|222.15857155|-36.63458507
 72438|14 48 44.56|-66 35 36.7| 5.91|222.18567167|-66.59353612
 72487|14 49 18.68|+46 06 59.0| 5.76|222.32781437|+46.11639336
 72488|14 49 18.76|-24 15 05.3| 5.68|222.32815984|-24.25146951
 72489|14 49 19.09|-14 08 56.3| 5.32|222.32954567|-14.14898587
 72524|14 49 41.36|+48 43 14.0| 5.68|222.42233956|+48.72056284
 72552|14 49 58.39|+28 36 57.0| 5.80|222.49327659|+28.61583341
 72567|14 50 15.72|+23 54 42.4| 5.86|222.56549508|+23.91176538
 72571|14 50 17.47|-27 57 36.8| 4.42|222.57277790|-27.96021925
 72573|14 50 19.63|+82 30 45.0| 5.63|222.58178099|+82.51248701
 72582|14 50 29.80|+37 16 18.5| 5.47|222.62417599|+37.27181511
 72603|14 50 41.26|-15 59 49.5| 5.15|222.67193219|-15.99709226
 72607|14 50 42.40|+74 09 19.7| 2.07|222.67664751|+74.15547596
 72622|14 50 52.78|-16 02 29.8| 2.75|222.71990536|-16.04161047
 72631|14 51 01.02|-02 17 55.9| 4.93|222.75425052|-02.29884995
 72659|14 51 23.28|+19 06 02.3| 4.54|222.84701756|+19.10063329
 72664|14 51 26.57|+59 17 37.1| 5.48|222.86072795|+59.29365246
 72683|14 51 38.32|-43 34 31.1| 4.32|222.90968050|-43.57529383
 72773|14 52 35.27|-63 48 35.3| 5.91|223.14695946|-63.80981741
 72800|14 52 51.09|-37 48 11.2| 5.02|223.21287023|-37.80311642
 72833|14 53 13.54|-73 11 24.6| 5.59|223.30640336|-73.19015457
 72929|14 54 20.14|-24 38 31.7| 5.27|223.58390100|-24.64213517
 72934|14 54 22.91|-11 53 54.0| 5.78|223.59544161|-11.89833043
 72959|14 54 37.92|-33 18 02.0| 5.85|223.65800270|-33.30056091
 73036|14 55 34.71|-60 06 50.0| 5.18|223.89461516|-60.11389133
 73049|14 55 44.69|-33 51 20.8| 5.32|223.93622772|-33.85578004
 73087|14 56 13.24|+14 26 46.6| 5.90|224.05515840|+14.44626586
 73095|14 56 17.23|-52 48 34.4| 5.38|224.07177099|-52.80956707
 73100|14 56 22.94|+49 37 44.4| 5.63|224.09558479|+49.62899937
 73111|14 56 32.08|-47 52 44.9| 5.62|224.13366538|-47.87914321
 73129|14 56 44.00|-62 46 51.6| 5.08|224.18334308|-62.78098762
 73133|14 56 46.11|-11 24 35.0| 5.48|224.19211288|-11.40972790
 73165|14 57 11.06|-04 20 45.9| 4.47|224.29606996|-04.34608634
 73166|14 57 11.68|+16 23 17.3| 5.72|224.29866769|+16.38813986
 73184|14 57 27.35|-21 24 40.6| 5.72|224.36396501|-21.41128090
 73193|14 57 33.22|-00 10 03.2| 5.51|224.38840115|-00.16754803
 73199|14 57 35.12|+65 55 56.6| 4.63|224.39632979|+65.93238126
 73223|14 57 53.16|-76 39 45.4| 5.37|224.47148916|-76.66261622
 73273|14 58 31.95|-43 08 01.9| 2.68|224.63314193|-43.13386699
 73284|14 58 39.29|-27 39 26.3| 5.65|224.66369181|-27.65729301
 73310|14 58 53.64|-11 08 37.9| 5.88|224.72351684|-11.14386422
 73334|14 59 09.70|-42 06 14.9| 3.13|224.79041254|-42.10414199
 73350|14 59 23.11|+04 34 04.0| 5.91|224.84631129|+04.56777277
 73369|14 59 36.97|+39 15 54.8| 5.64|224.90404577|+39.26523166
 73415|15 00 11.34|-77 09 37.9| 5.92|225.04724166|-77.16052523
 73473|15 00 58.39|-08 31 08.2| 4.91|225.24328191|-08.51893488
 73493|15 01 13.07|-38 03 29.9| 5.88|225.30447474|-38.05831465
 73497|15 01 19.81|-02 45 17.5| 5.52|225.33254143|-02.75487208
 73507|15 01 27.11|+60 12 15.9| 5.91|225.36295558|+60.20442421
 73536|15 01 48.92|-00 08 24.9| 5.71|225.45381414|-00.14025867
 73540|15 01 50.70|-83 13 40.0| 5.65|225.46126796|-83.22777573
 73555|15 01 56.79|+40 23 26.3| 3.49|225.48663804|+40.39063671
 73566|15 02 06.38|-28 03 37.9| 5.83|225.52657921|-28.06052808
 73568|15 02 06.51|+25 00 29.7| 4.80|225.52713391|+25.00825646
 73620|15 02 54.07|+02 05 28.6| 4.39|225.72529160|+02.09127129
 73624|15 02 59.29|-32 38 35.7| 5.45|225.74704341|-32.64324605
 73634|15 03 06.08|+35 12 20.8| 5.52|225.77534828|+35.20577288
 73695|15 03 47.68|+47 39 14.5| 4.83|225.94867417|+47.65401409
 73714|15 04 04.26|-25 16 54.7| 3.25|226.01775793|-25.28185602
 73745|15 04 26.86|+26 56 51.6| 4.52|226.11190457|+26.94765981
 73771|15 04 46.96|-83 02 17.8| 5.65|226.19567959|-83.03826851
 73776|15 04 48.05|-64 01 52.9| 5.16|226.20020549|-64.03137307
 73807|15 05 07.11|-47 03 04.3| 3.91|226.27960699|-47.05119386
 73826|15 05 19.15|-41 04 02.0| 5.13|226.32978505|-41.06723379
 73841|15 05 25.89|+48 09 03.2| 5.59|226.35788174|+48.15090031
 73909|15 06 16.67|+54 33 22.6| 5.24|226.56945460|+54.55628697
 73937|15 06 33.21|-30 55 06.3| 5.97|226.63838694|-30.91841299
 73945|15 06 37.62|-16 15 24.3| 5.19|226.65674312|-16.25676124
 73996|15 07 17.95|+24 52 10.5| 4.93|226.82477948|+24.86959294
 74006|15 07 25.93|-49 05 19.1| 5.77|226.85805467|-49.08863539
 74066|15 08 12.15|-40 35 01.9| 5.75|227.05061050|-40.58385604
 74087|15 08 23.78|+26 18 04.3| 5.67|227.09908475|+26.30118271
 74096|15 08 35.56|+25 06 31.1| 5.82|227.14818718|+25.10863675
